FID,OBJECTID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Network,InstallDat,ExisFacil,Rec1,Rec2,Road,Divided,CurbtoCurb,KeyBus,LengthMi,BikeInvent,RoadSegmen,Spine,TravelLane,OneWay,WorkplanDa,Agent,Designer,EngStatus,ProjectedI,FiveYearPl,Shape_Leng
2183,2264,Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.006173,0,0,1,0,B,0, , ,0,0,0,9.934185
2184,2265,Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.006165,0,0,1,0,B,0, , ,0,0,0,9.922309
2185,2158,Belle Isle Marsh Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.020479,0,0,0,0,B,0, , ,0,0,0,32.957662
2186,2266,Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.456949,0,0,1,0,B,0, , ,0,0,0,735.389163
2187,2159,Belle Isle Marsh Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.057468,0,0,0,0,B,0, , ,0,0,0,92.485301
2188,2267,Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.008759,0,0,1,0,B,0, , ,0,0,0,14.096451
2189,2160,Belle Isle Marsh Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.255943,0,0,0,0,B,0, , ,0,0,0,411.901936
2190,2268,Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.64775,0,0,1,0,B,0, , ,0,0,0,1042.453989
2191,2269,Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.12506,0,0,1,0,B,0, , ,0,0,0,201.26473
2192,2161,Belle Isle Marsh Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.140493,0,0,0,0,B,0, , ,0,0,0,226.101659
2193,2270,Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.254821,0,0,1,0,B,0, , ,0,0,0,410.09474
2194,2162,Belle Isle Marsh Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.02097,0,0,0,0,B,0, , ,0,0,0,33.74878
2195,2163,Belle Isle Marsh Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.003747,0,0,0,0,B,0, , ,0,0,0,6.03089
2196,2271,Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.22056,0,0,1,0,B,0, , ,0,0,0,354.957548
2197,2164, ,0,0,3,1,0,SUP,CT1-2, ,0,0,0,0,0.03379,0,0,1,0,B,0, , ,0,0,1.1,54.379402
2198,2272,Paul Dudley White Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,1.093467,0,0,1,0,B,0, , ,0,0,0,1759.768718
2199,2165,Morrissey Boulevard Bike/Ped Bridge,0,0,3,1,0,SUP, , ,0,0,0,0,0.141452,0,0,0,0,B,0, , ,0,0,0,227.646116
2200,2166,Moakley Park Path,0,0, ,1,0,SUP,SUP, ,0,0,0,0,0.091535,0,0,0,0, ,0, , ,0,0,0,147.312101
2201,2167,MBTA Redline Path,0,0,M,1,0,SUP, , ,0,0,0,0,0.059347,0,0,0,0,B,0, , ,0,0,0,95.510428
2202,2168,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.005725,0,0,0,0,B,0, , ,0,0,0,9.213808
2203,2169, ,0,0,2,1,0,SUP, , ,0,0,0,0,0.050074,0,0,0,0,B,0, , ,0,0,0,80.587203
2204,2170,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.020643,0,0,0,0,B,0, , ,0,0,0,33.222279
2205,2069,Emerald Necklace Trail,0,0,2,1,0,SUP,SUP, ,0,0,0,0,0.07661,0,0,1,0,B,0, , ,0,0,0,123.291431
2206,2070, ,0,0,B,1,0,SUP, , ,0,0,0,0,0.091471,0,0,0,0,B,0, , ,0,0,0,147.207822
2207,2071, ,0,0,3,1,0,SUP, , ,0,0,0,0,0.702161,0,0,0,0,B,0, , ,0,0,0,1130.021197
2208,2072, ,0,0,5,1,0,SUP, , ,0,0,0,0,0.325964,0,0,0,0,B,0, , ,0,0,0,524.588689
2209,2073,Neponset River Greenway,0,0,3,1,0,SUP, , ,0,0,0,0,0.034891,0,0,0,0,B,0, , ,0,0,0,56.151698
2210,2074,Readville to Neponset,0,0,3,1,0,SUP, , ,0,0,0,0,0.05367,0,0,1,0,B,0, , ,0,0,0,86.373855
2211,2075,Charles River Dam Sidepath,0,0,3,1,0,SUP, , ,0,0,0,0,0.143012,0,0,1,0,B,0, , ,0,0,0,230.156361
2212,2076,Day Boulevard Crossing,0,0,3,1,0,SUP,SUP, ,0,0,0,0,0.006316,0,0,0,0,B,0, , ,0,0,1.1,10.164175
2213,2077,Day Boulevard Crossing,0,0,3,1,0,SUP,SUP, ,0,0,0,0,0.008436,0,0,0,0,B,0, , ,0,0,1.1,13.576938
2214,2078,Day Boulevard Crossing,0,0,3,1,0,SUP,SUP, ,0,0,0,0,0.013612,0,0,0,0,B,0, , ,0,0,1.1,21.906038
2215,2079, ,0,0, ,1,0,SUP,SUP, ,0,0,0,0,0.005186,0,0,0,0,B,0, , ,0,0,0,8.345495
2216,2080,Day Boulevard Crossing,0,0,3,1,0,SUP,SUP, ,0,0,0,0,0.004537,0,0,0,0,B,0, , ,0,0,1.1,7.300941
2217,2081,Boston Harborwalk,0,0,2,1,0,SUP, , ,0,0,0,0,0.215591,0,0,0,0,B,0, , ,0,0,0,346.960742
2218,2082,Boston Harborwalk,0,0,2,1,0,SUP, , ,0,0,0,0,0.565698,0,0,0,0,B,0, , ,0,0,0,910.404456
2219,2083,Boston Harborwalk,0,0,2,1,0,SUP, , ,0,0,0,0,0.048808,0,0,0,0,B,0, , ,0,0,0,78.548443
2220,2084,Boston Harborwalk,0,0,2,1,0,SUP, , ,0,0,0,0,0.067506,0,0,0,0,B,0, , ,0,0,0,108.640052
2221,2273,Paul Dudley White Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.29831,0,0,1,0,B,0, , ,0,0,0,480.083599
2222,2274,Paul Dudley White Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.586321,0,0,1,0,B,0, , ,0,0,0,943.593733
2223,2085,Boston Harborwalk,0,0,2,1,0,SUP, , ,0,0,0,0,0.156941,0,0,0,0,B,0, , ,0,0,0,252.572518
2224,2086,Boston Harborwalk,0,0,2,1,0,SUP, , ,0,0,0,0,0.124914,0,0,0,0,B,0, , ,0,0,0,201.029976
2225,2087,Boston Harborwalk,0,0,2,1,0,SUP, , ,0,0,0,0,0.025638,0,0,0,0,B,0, , ,0,0,0,41.260942
2226,2171,Overpass,0,0,3,1,0,SUC, , ,0,0,0,0,0.051242,0,0,0,0,B,0, , ,0,0,0,82.46608
2227,2172,Overpass,0,0,3,1,0,SUB, , ,0,0,0,0,0.1033,0,0,0,0,B,0, , ,0,0,0,166.246313
2228,2088,Boston Harborwalk,0,0,5,1,0,SUP, , ,0,0,0,0,0.131123,0,0,0,0,B,0, , ,0,0,0,211.02196
2229,2173,Overpass,0,0,3,1,0,SUC, , ,0,0,0,0,0.008585,0,0,0,0,B,0, , ,0,0,0,13.816094
2230,2089,Boston Harborwalk,0,0,5,1,0,SUP, , ,0,0,0,0,0.069779,0,0,0,0,B,0, , ,0,0,0,112.298348
2231,2174, ,0,0,3,1,0,SUC, , ,0,0,0,0,0.018874,0,0,0,0,B,0, , ,0,0,0,30.374423
2232,2090,Boston Harborwalk,0,0,5,1,0,SUP, , ,0,0,0,0,0.063233,0,0,0,0,B,0, , ,0,0,0,101.763305
2233,2175, ,0,0,H,1,0,SUP, , ,0,0,0,0,0.124683,0,0,0,0,B,0, , ,0,0,0,200.657716
2234,2091,Boston Harborwalk,0,0,5,1,0,SUP, , ,0,0,0,0,0.146847,0,0,0,0,B,0, , ,0,0,0,236.327347
2235,2176, ,0,0,F,1,0,SUP, , ,0,0,0,0,0.237254,0,0,0,0,B,0, , ,0,0,0,381.823895
2236,2092,Boston Harborwalk,0,0,5,1,0,SUP, , ,0,0,0,0,0.080336,0,0,0,0,B,0, , ,0,0,0,129.288519
2237,2177, ,0,0,H,1,0,SUP, , ,0,0,0,0,0.031148,0,0,0,0,B,0, , ,0,0,0,50.128299
2238,2093,Boston Harborwalk,0,0,5,1,0,SUP, , ,0,0,0,0,0.411178,0,0,0,0,B,0, , ,0,0,0,661.728496
2239,2178,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.080189,0,0,0,0,B,0, , ,0,0,0,129.052387
2240,2094,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.008127,0,0,0,0,B,0, , ,0,0,0,13.079705
2241,2179,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.04455,0,0,0,0,B,0, , ,0,0,0,71.696121
2242,2095,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.006178,0,0,0,0,B,0, , ,0,0,0,9.942689
2243,2180, ,0,0,3,1,0,SUP, , ,0,0,0,0,0.10325,0,0,0,0,B,0, , ,0,0,0,166.165633
2244,2096,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.007401,0,0,0,0,B,0, , ,0,0,0,11.91088
2245,2275,Paul Dudley White Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.562651,0,0,1,0,B,0, , ,0,0,0,905.50109
2246,2097,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.007563,0,0,0,0,B,0, , ,0,0,0,12.171179
2247,2181,Pearl Street Extension,0,0,H,1,0,SUP, , ,0,0,0,0,0.080011,0,0,0,0,B,0, , ,0,0,0,128.7659
2248,2276,Paul Dudley White Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.017357,0,0,1,0,B,0, , ,0,0,0,27.934083
2249,2182,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.460416,0,0,0,0,B,0, , ,0,0,0,740.969411
2250,2098,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.190266,0,0,0,0,B,0, , ,0,0,0,306.204078
2251,2277,Paul Dudley White Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.304534,0,0,1,0,B,0, , ,0,0,0,490.100799
2252,2183,Boston Harborwalk,0,0,3,1,0,SUP,SUP, ,0,0,0,0,0.435439,0,0,1,0,B,0, , ,0,0,0,700.771806
2253,2278,Paul Dudley White Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.003856,0,0,1,0,B,0, , ,0,0,0,6.206185
2254,2099,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.114524,0,0,0,0,B,0, , ,0,0,0,184.308545
2255,2279,Paul Dudley White Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.331013,0,0,1,0,B,0, , ,0,0,0,532.715334
2256,2184,Boston Harborwalk,0,0,3,1,0,SUP,SUP, ,0,0,0,0,0.386591,0,0,1,0,B,0, , ,0,0,0,622.158939
2257,2280,Charles River Path,0,0, ,1,0,SUP, , ,0,0,0,0,0.003529,0,0,0,0,B,0, , ,0,0,0,5.679165
2258,2100,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.140671,0,0,0,0,B,0, , ,0,0,0,226.388282
2259,2281, ,0,0,3,1,0,SUP, , ,0,0,0,0,0.00627,0,0,1,0,B,0, , ,0,0,0,10.090498
2260,2185, ,0,0,3,1,0,SUP, , ,0,0,0,0,0.061478,0,0,1,0,B,0,BTD/NPS, ,10,0,0,98.940106
2261,2282, ,0,0,3,1,0,SUP, , ,0,0,0,0,0.006036,0,0,1,0,B,0, , ,0,0,0,9.714386
2262,2101,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.001264,0,0,0,0,B,0, , ,0,0,0,2.034815
2263,2186,Moakley Park Path,0,0, ,1,0,SUP,SUP, ,0,0,0,0,0.04802,0,0,1,0, ,0, , ,0,0,0,77.280323
2264,2283,Paul Revere Park Path,0,0,3,1,0,SUC, , ,0,0,0,0,0.019461,0,0,0,0,B,0, , ,0,0,0,31.318825
2265,2284,Rutherford Trail Project,0,0,2,1,0,SUP, , ,0,0,0,0,0.006001,0,0,1,0,B,0, , ,0,0,1.1,9.657589
2266,2102,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.013169,0,0,0,0,B,0, , ,0,0,0,21.193051
2267,2187,Moakley Park Path,0,0, ,1,0,SUP,SUP, ,0,0,0,0,0.19411,0,0,0,0, ,0, , ,0,0,0,312.390247
2268,2285,East Boundary Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.457802,0,0,0,0,B,0, , ,0,0,0,736.76175
2269,2286,Bold Knob Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.103573,0,0,0,0,B,0, , ,0,0,0,166.684437
2270,2188,North Bank Shared-Use Bridge,0,0,3,1,2012,SUP, , ,0,0,0,0,0.198214,0,0,1,0,B,0, , ,0,0,0,318.994998
2271,2287,Chamberlain Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.243893,0,0,0,0,B,0, , ,0,0,0,392.509102
2272,2189,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.178164,0,0,0,0,B,0, , ,0,0,0,286.727629
2273,2190,Charles River/Harborwalk Connection,0,0,3,1,0,SUP, , ,0,0,0,0,0.039356,0,0,1,0,B,0, , ,0,0,0,63.338113
2274,2288,Overbrook Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.381859,0,0,0,0,B,0, , ,0,0,0,614.544354
2275,2289,Gavin Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.167435,0,0,0,0,B,0, , ,0,0,0,269.461594
2276,2191, ,0,0,H,1,0,SUP,SUP, ,0,0,0,0,0.066938,0,0,0,0,B,0, , ,0,0,0,107.726967
2277,2290, ,0,0,H,1,0,SUP, , ,0,0,0,0,0.050304,0,0,0,0,B,0, , ,0,0,0,80.956616
2278,2192, ,0,0,M,1,0,SUP, , ,0,0,0,0,0.04906,0,0,1,0,B,0, , ,0,0,0,78.954705
2279,2291, ,0,0,H,1,0,SUP, , ,0,0,0,0,0.131929,0,0,0,0,B,0, , ,0,0,0,212.319841
2280,2193, ,0,0,3,1,0,SUP, , ,0,0,0,0,0.159422,0,0,1,0,B,0, , ,0,0,0,256.565786
2281,2194,Arnold Arboretum Trails,0,0,2,1,0,SUP, , ,0,0,0,0,0.389483,0,0,0,0,B,0, , ,0,0,0,626.814013
2282,2292,Water Street,5620900,0,3,1,0,SUP, , ,1,0,0,0,0.062435,0,5620900,1,2,B,0, , ,0,0,0,100.47953
2283,2195,Emerald Necklace Trail/Sears Rotary,0,0,2,1,0,SUP,SUP, ,0,0,0,0,0.02308,0,0,1,0,B,0,USACE, ,0,0,1.1,37.143165
2284,2293,Water Street,5620900,0,3,1,0,SUP, , ,1,0,0,0,0.012508,0,5620900,1,2,B,0, , ,0,0,0,20.129346
2285,2196,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.037113,0,0,0,0,B,0, , ,0,0,0,59.728319
2286,2294,Paul Revere Park,0,0,3,1,2010,SUP, , ,0,0,0,0,0.120957,0,0,1,0,B,0, , ,0,0,0,194.661229
2287,2197,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.024512,0,0,0,0,B,0, , ,0,0,0,39.448298
2288,2295,Paul Revere Park,0,0,3,1,2010,SUP, , ,0,0,0,0,0.0062,0,0,1,0,B,0, , ,0,0,0,9.978139
2289,2296,Rutherford Trail Project,0,0,2,1,0,SUP, , ,0,0,0,0,0.004483,0,0,1,0,B,0, , ,0,0,1.1,7.215288
2290,2198, ,0,0,3,1,0,SUP, , ,0,0,0,0,0.188252,0,0,1,0,B,0, , ,0,0,0,302.963572
2291,2297,Water Street,5620900,0,3,1,0,SUP, , ,1,0,0,0,0.04892,0,5620900,1,2,B,0, , ,0,0,0,78.729043
2292,2199,Emerald Necklace Trail,0,0,3,1,0,SUP, , ,0,0,0,0,0.033464,0,0,1,0,B,0, , ,0,0,0,53.8546
2293,2200, ,0,0,H,1,0,SUP, , ,0,0,0,0,0.053438,0,0,0,0,B,0, , ,0,0,0,86.000541
2294,2298,Moakley Park Path,0,0, ,1,0,SUP,SUP, ,0,0,0,0,0.148964,0,0,0,0, ,0, , ,0,0,0,239.73519
2295,2201,Boston Harborwalk,0,0,3,1,0,SUP, , ,0,0,0,0,0.011407,0,0,1,0,B,0, , ,0,0,0,18.357286
2296,2299,Moakley Park Path,0,0,3,1,0,SUP,SUP, ,0,0,0,0,0.58113,0,0,0,0,B,0, , ,0,0,0,55.191356
2297,2202,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.042568,0,0,1,0,B,0, , ,0,0,0,68.506453
2298,2300,Moakley Park Path,0,0, ,1,0,SUP,SUP, ,0,0,0,0,0.025801,0,0,0,0, ,0, , ,0,0,0,41.522617
2299,2203, ,0,0,H,1,0,SUP, , ,0,0,0,0,0.041387,0,0,0,0,B,0, , ,0,0,0,66.606192
2300,2301,Moakley Park Path,0,0, ,1,0,SUP,SUP, ,0,0,0,0,0.050069,0,0,0,0, ,0, , ,0,0,0,80.578382
2301,2204,Boston Harborwalk,0,0,2,1,0,SUP, , ,0,0,0,0,0.047729,0,0,0,0,B,0, , ,0,0,0,76.81298
2302,2302,Moakley Park Path,0,0,3,1,0,SUP,SUP, ,0,0,0,0,0.003653,0,0,1,0,B,0, , ,0,0,1.1,5.878613
2303,2303,Neponset River Trail,0,0,3,1,0,SUP, , ,0,0,0,0,0.34588,0,0,1,0,B,0, , ,0,0,0,112.529085
2304,2304, ,0,0,3,1,0,NSUP,SUP, ,0,0,0,0,0.839732,0,0,0,0,B,0, , ,0,0,0,310.797843
1,1,Veterans Of Foreign Wars Parkway,6212500,2,3,1,2013,BL,SUP, ,1,1,0,0,0.108895,0,6212500,1,2,FT,0,Boston Bikes,TDG,0,0,0,175.24959
2,2,Veterans Of Foreign Wars Parkway,4847800,2,3,1,2013,BL,SUP, ,1,1,0,0,0.051264,0,4847800,1,2,FT,0,Boston Bikes,TDG,0,0,0,82.501161
3,3,Veterans Of Foreign Wars Parkway,4838800,2,3,1,2013,BL,SUP, ,1,1,0,0,0.050472,0,4838800,1,2,FT,0,Boston Bikes,TDG,0,0,0,81.227024
4,4,Lake Street,4547801,6,2,1,2010,BL, , ,1,0,0,0,0.085153,0,4547801,0,1,FT,0,Boston Bikes,TDG,0,0,0,137.04079
5,501,Meridian Street,5580300,5,2,1,2013,CL,BL, ,1,0,0,1,0.01558,0,5580300,0,2,B,0,BTD,TDG,25,2013,0,25.074323
6,5,Commonwealth Avenue,5141000,3,2,1,2013,SLM,CT1-1,BL,1,1,0,0,0.132759,0,5141000,1,2,FT,0,Boston Bikes,TDG,0,0,0,213.655205
7,502,Meridian Street,4399200,3,2,1,2013,CL,BL, ,1,0,0,1,0.042136,0,4399200,0,2,B,0,Boston Bikes,TDG,25,2013,0,67.811359
8,503,Bennington Street,5823600,5,2,1,2008,SLM,BSBL, ,1,1,0,0,0.009748,0,5823600,0,2,FT,0,BTD,HSH,0,0,0,15.688163
9,6,Commonwealth Avenue,5673800,3,2,1,2013,SLM,CT1-1,BL,1,1,0,0,0.133337,0,5673800,1,2,FT,0,Boston Bikes,TDG,0,0,0,214.58617
10,7,Lake Street,4540000,6,2,1,2010,SLM, , ,1,0,0,0,0.061101,0,4540000,0,1,FT,0,Boston Bikes,TDG,0,0,0,98.33283
11,504,Bennington Street,6279000,5,2,1,2008,SLM,BSBL, ,1,1,0,0,0.100086,0,6279000,0,2,FT,0,BTD,HSH,0,0,0,161.072752
12,8,Lake Street,4535900,6,2,1,2010,SLM, , ,1,0,0,0,0.12314,0,4535900,0,1,FT,0,Boston Bikes,TDG,0,0,0,198.175389
13,505,Bennington Street,5708300,5,2,1,2008,SLM,BSBL, ,1,1,0,0,0.095366,0,5708300,0,2,FT,0,BTD,HSH,0,0,0,153.476365
14,9,Faneuil Street,5454700,3,2,1,2010,BL, , ,1,0,35,0,0.023402,0,5454700,0,1,FT,0,Boston Bikes,TDG,0,0,0,37.662703
15,506,Bennington Street,4394500,5,2,1,2008,SLM,BSBL, ,1,0,0,0,0.066609,0,4394500,0,4,B,0,BTD,HSH,0,0,0,107.197245
16,10,Washington Street,4505600,3,2,1,2010,BL, , ,1,0,0,1,0.034349,0,4505600,0,2,B,0,Boston Bikes,TDG,0,0,0,55.279534
17,507,Bennington Street,5837800,5,2,1,2008,SLM,BSBL, ,1,0,0,0,0.201831,0,5837800,0,4,B,0,BTD,HSH,0,0,0,324.816674
18,11,Veterans Of Foreign Wars Parkway,5107800,2,3,1,2013,BL,SUP, ,1,1,0,0,0.051696,0,5107800,1,2,FT,0,Boston Bikes,TDG,0,0,0,83.197125
19,508,Saratoga Street,5192400,5,2,1,2012,BL,CT1-2, ,1,0,33.5,0,0.054114,0,5192400,1,4,B,0,Boston Bikes,TDG,0,0,0,87.087987
20,12,Beacon Street,4600100,3,2,1,2009,BFBL,CT2-1, ,1,0,0,0,0.035612,0,4600100,0,2,B,0,Boston Bikes,TDG,0,0,0,57.311514
21,13,Commonwealth Avenue,6227100,3,2,1,2013,BL,CT1-1,BL,1,1,0,0,0.103835,0,6227100,1,2,FT,0,Boston Bikes,TDG,0,0,0,167.106824
22,509,Truman Highway,6231900,5,3,1,2010,BL, , ,1,0,0,0,0.569664,0,6231900,0,2,B,0,Boston Bikes,TDG,0,0,0,916.78721
23,14,Washington Street,4506300,3,2,1,2010,BL, , ,1,0,0,1,0.026118,0,4506300,0,2,B,0,Boston Bikes,TDG,0,0,0,42.033183
24,510,American Legion Highway,6271401,5,2,1,2008,BL,CT1-1, ,1,1,0,0,0.550954,0,6271401,0,2,FT,0,BPWD,AECOM,0,0,0,886.676162
25,15,Baker Street,5437300,6,2,1,2014,BL, , ,1,0,32,0,0.059122,0,5437300,0,2,B,2014.1,PWD Highway,TDG,100,2013,1.1,95.147933
26,511,Veterans Of Foreign Wars Parkway,6213500,2,3,1,2013,BL,SUP, ,1,1,0,0,0.050771,0,6213500,0,1,FT,0,Boston Bikes,TDG,0,0,0,81.708151
27,16,Veterans Of Foreign Wars Parkway,4984800,2,3,1,2013,BL,SUP, ,1,1,0,0,0.053897,0,4984800,1,2,FT,0,Boston Bikes,TDG,0,0,0,86.73938
28,512,Baker Street,5688100,6,2,1,2014,BL, , ,1,0,32,0,0.022378,0,5688100,0,2,B,2014.1,PWD Highway,TDG,100,2013,1.1,36.013276
29,17,Veterans Of Foreign Wars Parkway,4933300,2,3,1,2013,BL,SUP, ,1,1,0,0,0.308344,0,4933300,1,2,FT,0,Boston Bikes,TDG,0,0,0,496.232802
30,513,Veterans Of Foreign Wars Parkway,4824000,2,3,1,2013,SLM,SUP, ,1,1,0,0,0.048816,0,4824000,1,3,FT,0,Boston Bikes,TDG,0,0,0,78.562575
31,18,Veterans Of Foreign Wars Parkway,6222500,2,3,1,2013,BL,SUP, ,1,1,0,0,0.184894,0,6222500,1,2,FT,0,Boston Bikes,TDG,0,0,0,297.559207
32,514,Commonwealth Avenue,6257300,3,2,1,2013,SLM,CT1-1,BL,1,1,0,0,0.029786,0,6257300,1,2,FT,0,Boston Bikes,TDG,0,0,0,47.935733
33,19,Baker Street,5688000,6,2,1,2014,BL, , ,1,0,32,0,0.023854,0,5688000,0,2,B,2014.1,PWD Highway,TDG,100,2013,1.1,38.388852
34,515,Lake Street,4549500,6,2,1,2010,BL, , ,1,0,0,0,0.023888,0,4549500,0,1,FT,0,Boston Bikes,TDG,0,0,0,38.443767
35,20,Commonwealth Avenue,5717400,3,2,1,2013,SLM,CT1-1,BL,1,1,0,0,0.020041,0,5717400,1,2,FT,0,Boston Bikes,TDG,0,0,0,32.253236
36,516,Lake Street,4547800,6,2,1,2010,BL, , ,1,0,0,0,0.01633,0,4547800,0,1,FT,0,Boston Bikes,TDG,0,0,0,26.281284
37,21,Chestnut Hill Avenue,5701700,5,2,1,2010,SLM,BL, ,1,0,0,0,0.073021,0,5701700,0,4,B,0,Boston Bikes,TDG,0,0,1.1,117.515924
38,517,Commonwealth Avenue,6291200,3,2,1,2013,BL,CT1-1,BL,1,1,0,0,0.101883,0,6291200,1,2,FT,0,Boston Bikes,TDG,0,0,0,163.96487
39,518,Lake Street,4529700,6,2,1,2010,BL, , ,1,0,0,0,0.105882,0,4529700,0,1,FT,0,Boston Bikes,TDG,0,0,0,170.400177
40,519, ,5947100,0,2,1,2010,BL, , ,1,0,0,0,0.012884,0,5947100,0,1,FT,0,Boston Bikes,TDG,0,0,0,20.734425
41,520,Washington Street,5799100,3,2,1,2010,BL, , ,1,0,0,1,0.013309,0,5799100,0,2,B,0,Boston Bikes,TDG,0,0,0,21.418646
42,22,Chestnut Hill Avenue,4534000,5,2,1,2013,BL, , ,1,0,40,0,0.042064,0,4534000,0,2,B,0,PWD Highway,TDG,0,0,0,67.696382
43,521,Veterans Of Foreign Wars Parkway,6212100,2,3,1,2013,BL,SUP, ,1,1,0,0,0.112028,0,6212100,1,2,FT,0,Boston Bikes,TDG,0,0,0,180.292508
44,23,Enneking Parkway,5113400,5,3,1,2010,BL,SUP,BL,1,0,0,0,0.130238,0,5113400,1,2,B,0,BWSC,TDG,0,0,1.2,209.5978
45,522,Beacon Street,5679100,3,2,1,2009,BFBL,CT2-1, ,1,0,0,0,0.163366,0,5679100,0,2,B,0,Boston Bikes,TDG,0,0,0,262.913014
46,24,Enneking Parkway,5113300,5,3,1,2010,BL,SUP,BL,1,0,0,0,0.026785,0,5113300,1,2,B,0,BWSC,TDG,0,0,1.2,43.105773
47,523,Washington Street,5798700,3,2,1,2010,BL, , ,1,0,0,1,0.044492,0,5798700,0,2,B,0,Boston Bikes,TDG,0,0,0,71.602275
48,25,Washington Street,5304500,3,2,1,2010,BL, , ,1,0,0,1,0.021408,0,5304500,0,2,B,0,Boston Bikes,TDG,0,0,0,34.452682
49,524,Washington Street,4506700,3,2,1,2010,BL, , ,1,0,0,1,0.065693,0,4506700,0,2,B,0,Boston Bikes,TDG,0,0,0,105.722739
50,26,Market Street,5789600,5,2,1,2013,BL, , ,1,0,46,0,0.011275,0,5789600,0,2,B,0,Developer,TDG,25,2013,1.1,18.144745
51,27,Washington Street,4504200,3,2,1,2010,SLM, , ,1,0,0,1,0.04294,0,4504200,0,3,B,0,Boston Bikes,TDG,0,0,0,69.105955
52,525,Washington Street,4504300,3,2,1,2010,BL, , ,1,0,0,1,0.030945,0,4504300,0,2,B,0,Boston Bikes,TDG,0,0,0,49.800506
53,28,Washington Street,5304400,3,2,1,2010,BL, , ,1,0,0,1,0.026906,0,5304400,0,2,B,0,Boston Bikes,TDG,0,0,0,43.301014
54,526,Belgrade Avenue,5855500,3,2,1,2009,BL, , ,1,0,0,0,0.068157,0,5855500,1,2,B,0,Boston Bikes,TDG,0,0,0,109.688635
55,29,Washington Street,5824200,3,2,1,2010,SLM, , ,1,0,0,1,0.025423,0,5824200,0,3,B,0,Boston Bikes,TDG,0,0,0,40.914983
56,527,Centre Street,5610000,2,3,1,2011,BL,CT1-1, ,1,1,0,0,0.184982,0,5610000,1,2,FT,0,Boston Bikes,TDG,0,0,0,297.699872
57,30,Market Street,5273900,5,2,1,2013,BL, , ,1,0,46,0,0.01446,0,5273900,0,2,B,0,Developer,TDG,25,2013,1.1,23.271924
58,528,Beacon Street,5679200,3,2,1,2009,BFBL,CT2-1, ,1,0,0,0,0.04323,0,5679200,0,2,B,0,Boston Bikes,TDG,0,0,0,69.572781
